,date,0,1,2,3,4,0,0
250,2021-08-18 20:00:00,0.0,283.37060326894505,0.0,0.0,0.0,71.877,10.904332
251,2021-08-18 21:00:00,0.0,62.97124517087668,0.0,0.0,0.0,70.675,15.038691
252,2021-08-18 22:00:00,0.0,0.0,0.0,0.0,0.0,70.286,19.026361
253,2021-08-18 23:00:00,0.0,0.0,0.0,0.0,0.0,185.84799999999998,29.158861
254,2021-08-19 00:00:00,0.0,0.0,0.0,0.0,0.0,134.722,27.31504
255,2021-08-19 01:00:00,0.0,0.0,0.0,0.0,0.0,134.722,30.990316
256,2021-08-19 02:00:00,0.0,0.0,0.0,0.0,0.0,134.778,40.86482
257,2021-08-19 03:00:00,0.0,0.0,0.0,0.0,0.0,0.5,58.663708
258,2021-08-19 04:00:00,0.0,0.0,0.0,0.0,0.0,134.778,232.57321
259,2021-08-19 05:00:00,0.0,0.0,0.0,0.0,0.0,134.806,116.43235
260,2021-08-19 06:00:00,0.0,0.0,0.0,0.0,0.0,134.861,30.77557
261,2021-08-19 07:00:00,0.0,0.0,0.0,0.0,0.0,134.861,29.45374
262,2021-08-19 08:00:00,0.0,0.0,0.0,0.0,0.0,0.5,38.25881
263,2021-08-19 09:00:00,0.0,0.0,0.0,0.0,0.0,134.889,80.424355
264,2021-08-19 10:00:00,0.0,0.0,0.0,0.0,0.0,269.389,23.822706
265,2021-08-19 11:00:00,0.0,0.0,0.0,0.0,0.0,68.881,4.5831175
266,2021-08-19 12:00:00,0.0,0.0,0.0,0.0,0.0,70.123,-22.679987
267,2021-08-19 13:00:00,0.0,0.0,0.0,0.0,0.0,70.107,22.57982
268,2021-08-19 14:00:00,0.0,78.71405646359585,0.0,0.0,0.0,70.09,20.771706
269,2021-08-19 15:00:00,0.0,62.97124517087668,0.0,0.0,0.0,269.472,31.538967
270,2021-08-19 16:00:00,0.0,0.0,0.0,0.0,0.0,0.5,21.022148
271,2021-08-19 17:00:00,0.0,0.0,0.0,0.0,0.0,135.056,9.695326
272,2021-08-19 18:00:00,0.0,0.0,0.0,0.0,0.0,1.483,12.667253
273,2021-08-19 19:00:00,0.0,0.0,0.0,0.0,0.0,76.09,22.918903
274,2021-08-19 20:00:00,0.0,0.0,0.0,0.0,0.0,205.457,10.373339
275,2021-08-19 21:00:00,0.0,0.0,0.0,0.0,0.0,70.755,7.1523995
276,2021-08-19 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7.1694207
277,2021-08-19 23:00:00,0.0,0.0,0.0,0.0,0.0,158.555,7.194197
278,2021-08-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.5,7.2229505
279,2021-08-20 01:00:00,0.0,0.0,0.0,0.0,0.0,135.083,7.24568
280,2021-08-20 02:00:00,0.0,0.0,0.0,0.0,0.0,0.5,7.3086677
281,2021-08-20 03:00:00,0.0,0.0,0.0,0.0,0.0,135.111,7.353475
282,2021-08-20 04:00:00,0.0,0.0,0.0,0.0,0.0,0.5,7.324152
